dg_id,driving_acc,driving_dist,player_name,sg_app,sg_arg,sg_ott,sg_putt,sg_total
18244,-0.027,5.37,"Shinkwin, Callum",-0.604,-0.282,0.216,-0.141,-0.811
23549,-0.022,2.414,"Celli, Filippo",-0.347,-0.274,-0.069,-0.127,-0.817
9133,-0.013,-8.715,"Larrazabal, Pablo",-0.317,-0.03,-0.453,-0.019,-0.82
9586,0.014,-9.867,"Laird, Martin",-0.475,0.169,-0.507,-0.008,-0.821
12317,0.065,-7.503,"Kieffer, Maximilian",-0.427,-0.184,0.018,-0.242,-0.836
25363,0.033,-1.03,"Buckley, Hayden",-0.164,-0.369,0.115,-0.418,-0.836
15980,0.02,-11.258,"Lipsky, David",-0.105,0.045,-0.46,-0.338,-0.858
19224,-0.04,-0.949,"Micheluzzi, David",-0.696,-0.09,-0.341,0.267,-0.86
27780,-0.05,1.63,"Crowe, Trace",-0.367,-0.02,-0.389,-0.106,-0.882
25213,-0.029,-10.876,"Wu, Brandon",-0.207,0.103,-0.806,0.027,-0.882
11374,0.008,-3.38,"Hahn, James",-0.503,-0.204,-0.137,-0.044,-0.888
5716,-0.014,-1.957,"Harrington, Padraig",-0.173,-0.057,-0.18,-0.485,-0.895
12321,-0.018,-6.754,"Aphibarnrat, Kiradech",-0.608,-0.013,-0.365,0.085,-0.901
7961,0.058,-15.013,"Reavie, Chez",-0.111,-0.115,-0.437,-0.243,-0.905
15113,0.061,-19.462,"Pepperell, Eddie",-0.235,-0.12,-0.588,0.029,-0.914
15852,0.041,-13.852,"Kraft, Kelly",-0.204,-0.263,-0.52,0.064,-0.923
30428,-0.043,7.301,"Masaveu, Luis",-0.625,-0.117,0.093,-0.276,-0.926
16475,-0.058,8.169,"Forrest, Grant",-0.488,-0.161,-0.048,-0.23,-0.927
9171,-0.033,-10.833,"Villegas, Camilo",-0.167,0.09,-0.669,-0.189,-0.936
1435,0.011,-10.982,"Poulter, Ian",-0.309,0.061,-0.452,-0.248,-0.948
26008,-0.023,1.659,"Elvira, Manuel",-0.435,-0.313,0.023,-0.231,-0.957
18174,-0.001,-2.607,"Ritchie, JC",-0.336,-0.14,-0.167,-0.314,-0.957
25888,0.034,-10.825,"Germishuys, Deon",-0.488,-0.229,-0.228,-0.031,-0.976
12426,-0.012,-0.863,"Waring, Paul",-0.126,-0.253,-0.189,-0.413,-0.981
14002,-0.074,0.223,"Alexander, Tyson",-0.495,0.057,-0.641,0.089,-0.99
25588,0.009,-3.654,"Wilson, Andrew",-0.403,-0.208,-0.197,-0.193,-1.001
23892,0.057,-4.282,"Gumberg, Jordan",-0.516,-0.402,0.205,-0.299,-1.013
11826,-0.003,-8.693,"Lee, Danny",-0.125,-0.118,-0.598,-0.171,-1.013
18579,0.025,-14.717,"Cook, Austin",-0.452,0.084,-0.518,-0.14,-1.026
13367,0.023,-7.295,"Merritt, Troy",-0.29,-0.049,-0.271,-0.421,-1.031
10873,-0.079,1.351,"Skinns, David",-0.224,-0.098,-0.57,-0.142,-1.034
9252,0.06,-9.739,"Korhonen, Mikko",-0.35,-0.166,-0.234,-0.297,-1.047
8117,-0.005,-11.396,"Kaymer, Martin",-0.098,-0.186,-0.638,-0.13,-1.051
20519,-0.077,4.98,"Tarren, Callum",-0.166,-0.159,-0.334,-0.392,-1.052
13374,0.024,-11.694,"Van Driel, Darius",-0.485,-0.065,-0.352,-0.157,-1.059
9531,-0.008,-8.832,"Wiesberger, Bernd",-0.205,0.075,-0.52,-0.414,-1.064
24093,-0.051,6.481,"Williams, Robin",-0.683,-0.195,-0.054,-0.152,-1.084
7548,0.029,-13.816,"McDowell, Graeme",-0.213,-0.081,-0.469,-0.324,-1.087
7679,0.074,-24.534,"Aiken, Thomas",-0.293,-0.139,-0.769,0.11,-1.09
17718,-0.024,-0.165,"Sordet, Clement",-0.513,0.08,-0.25,-0.412,-1.095
20190,-0.061,2.011,"Helligkilde, Marcus",-0.412,-0.133,-0.354,-0.201,-1.101
27598,-0.068,3.816,"Nicholas, James",-0.462,-0.161,-0.278,-0.213,-1.115
14784,-0.031,1.05,"Law, David",-0.611,-0.109,-0.239,-0.185,-1.143
19208,0.012,-8.667,"Endycott, Harrison",-0.499,-0.036,-0.461,-0.151,-1.147
14050,0.006,-10.35,"Sloan, Roger",-0.388,-0.083,-0.603,-0.084,-1.158
5754,0.067,-16.266,"Fichardt, Darren",-0.572,-0.154,-0.206,-0.231,-1.163
14967,-0.032,0.116,"Hadley, Chesson",-0.502,-0.312,-0.323,-0.034,-1.172
12909,-0.066,2.749,"Campos, Rafael",-0.46,-0.163,-0.459,-0.104,-1.187
27554,-0.073,8.811,"Jones, Sam",-0.693,-0.29,-0.099,-0.115,-1.196
27597,-0.044,1.603,"Ogletree, Andy",-0.679,-0.136,-0.313,-0.082,-1.211
26562,0.004,-3.428,"Besard, Matthis",-0.841,-0.137,-0.191,-0.05,-1.219
19364,-0.032,-0.798,"Werenski, Richy",-0.747,-0.052,-0.315,-0.114,-1.228
9675,-0.029,-2.375,"Lorenzo-Vera, Michael",-0.583,-0.099,-0.35,-0.22,-1.252
14926,-0.092,-2.87,"Malnati, Peter",-0.499,0.215,-0.817,-0.176,-1.276
17266,-0.055,6.747,"Yuan, Carl",-0.654,-0.145,-0.158,-0.321,-1.277
25138,-0.049,-0.665,"Long, Hurly",-0.833,0.023,-0.318,-0.161,-1.288
27588,-0.055,8.25,"Schott, Freddy",-0.627,-0.41,-0.135,-0.126,-1.298
7887,-0.051,1.202,"Garcia-Heredia, Alfredo",-0.529,-0.25,-0.242,-0.282,-1.303
11763,0.003,-11.804,"Wu, Ashun",-0.597,0.037,-0.601,-0.16,-1.32
7899,0.027,-9.043,"Piercy, Scott",-0.435,-0.165,-0.313,-0.426,-1.338
23112,-0.03,0.696,"De Bruyn, Jannik",-0.758,-0.138,-0.209,-0.24,-1.345
17068,-0.057,7.507,"Daffue, MJ",-0.693,-0.273,-0.096,-0.286,-1.349
18536,-0.064,3.366,"McCormick, Ryan",-0.534,-0.247,-0.424,-0.148,-1.352
23236,-0.049,-2.112,"Arnaus, Adri",-0.725,-0.27,-0.528,0.162,-1.361
6762,0.033,-17.576,"Perez, Pat",-0.6,0.032,-0.8,-0.006,-1.374
13821,-0.033,-6.14,"Whitnell, Dale",-0.393,-0.248,-0.484,-0.263,-1.388
19455,-0.071,5.301,"Pereira, Mito",-0.489,-0.202,-0.582,-0.137,-1.411
15473,0.019,-14.92,"Long, Adam",-0.6,0.041,-0.752,-0.114,-1.425
15592,0.085,-9.177,"Girrbach, Joel",-0.635,-0.307,0.016,-0.506,-1.433
16421,-0.026,-2.385,"Johannessen, Kristian K.",-1.137,-0.121,-0.237,0.055,-1.439
4052,-0.024,-8.158,"Westwood, Lee",-0.611,0.052,-0.504,-0.39,-1.453
19806,-0.019,-4.431,"Forsstrom, Simon",-0.477,-0.228,-0.351,-0.403,-1.459
27870,-0.067,4.415,"Coody, Parker",-0.475,-0.254,-0.457,-0.284,-1.47
7955,-0.081,-0.981,"Watney, Nick",-0.346,-0.197,-0.663,-0.264,-1.47
13530,0.057,-13.139,"Kawamura, Masahiro",-0.685,-0.187,-0.242,-0.358,-1.472
6893,-0.058,3.771,"Colsaerts, Nicolas",-0.672,-0.15,-0.207,-0.474,-1.504
25771,-0.076,6.896,"Furr, Wilson",-0.741,-0.154,-0.431,-0.184,-1.51
10033,0.031,-24.867,"Figueiredo, Pedro",-0.601,-0.119,-0.975,0.175,-1.521
24052,-0.032,-5.981,"Davidson, Jack",-0.531,-0.233,-0.568,-0.208,-1.539
9396,-0.039,5.304,"Fisher, Ross",-0.451,-0.449,-0.17,-0.479,-1.549
10886,-0.056,-8.165,"Harding, Justin",-0.643,-0.125,-0.939,0.153,-1.553
29348,-0.085,5.396,"Hale Jr, Blaine",-0.526,-0.372,-0.417,-0.242,-1.558
16897,-0.061,4.428,"Lombard, Zander",-0.823,-0.17,-0.565,-0.042,-1.599
24657,-0.007,-6.539,"Friedrichsen, Sebastian",-0.7,-0.339,-0.456,-0.108,-1.602
11328,0.016,-15.235,"Kisner, Kevin",-0.842,-0.001,-0.69,-0.089,-1.622
24660,-0.028,-11.841,"Kjettrup, Frederik",-0.274,-0.332,-0.955,-0.096,-1.656
8182,-0.025,-4.159,"Blixt, Jonas",-1.343,-0.002,-0.238,-0.077,-1.659
20704,0.058,-23.951,"Tarrio, Santiago",-0.347,-0.032,-0.826,-0.459,-1.665
12650,-0.003,-12.413,"Huizing, Daan",-0.78,-0.225,-0.752,0.077,-1.68
6149,0.068,-27.909,"Kjeldsen, Soren",-0.39,-0.087,-0.954,-0.254,-1.685
20084,-0.08,16.15,"Lindberg, Mikael",-1.2,-0.255,-0.01,-0.243,-1.709
7301,-0.001,-9.349,"Dufner, Jason",-0.49,-0.146,-0.512,-0.575,-1.723
6252,-0.048,-17.321,"Baddeley, Aaron",-0.601,0.269,-1.366,-0.046,-1.744
12425,0.018,-20.289,"Todd, Brendon",-1.23,0.21,-1.094,0.369,-1.746
19637,-0.015,-4.908,"Axelsen, John",-0.856,-0.21,-0.487,-0.218,-1.771
16549,-0.065,-2.271,"Paratore, Renato",-0.911,-0.06,-0.865,0.063,-1.774
7457,-0.009,-9.319,"Cabrera Bello, Rafa",-1.024,-0.171,-0.518,-0.083,-1.796
16409,-0.081,8.884,"Ruuska, Lauri",-0.878,-0.199,-0.274,-0.47,-1.821
12821,-0.114,5.811,"De Jager, Louis",-0.873,-0.062,-0.684,-0.209,-1.827
14852,-0.039,-6.3,"Streb, Robert",-0.622,-0.139,-0.722,-0.348,-1.831
14973,-0.007,-5.555,"Levy, Alexander",-1.051,-0.234,-0.462,-0.088,-1.834
8045,-0.027,-1.062,"Walters, Justin",-0.838,-0.257,-0.391,-0.362,-1.849
15164,-0.041,1.349,"Lewis, Tom",-0.673,-0.224,-0.373,-0.585,-1.855
11061,0.056,-19.907,"Morrison, James",-1.02,-0.065,-0.68,-0.093,-1.858
4163,-0.015,-20.113,"Donald, Luke",-0.685,0.136,-1.334,0.023,-1.859
15016,-0.033,-10.106,"Schwab, Matthias",-0.634,-0.028,-1.119,-0.084,-1.865
7293,-0.075,0.959,"Walker, Jimmy",-0.684,-0.149,-0.636,-0.402,-1.871
23163,-0.03,-0.703,"Enefer, Will",-0.732,-0.405,-0.452,-0.293,-1.882
14409,-0.028,-7.805,"Wiebe, Gunner",-0.867,-0.296,-0.651,-0.079,-1.893
14120,-0.043,-4.382,"Samooja, Kalle",-0.64,-0.214,-0.741,-0.298,-1.893
8300,-0.069,-4.718,"Wilson, Oliver",-1.105,-0.021,-0.82,0.042,-1.904
10423,-0.073,8.266,"Brehm, Ryan",-0.831,-0.432,-0.23,-0.428,-1.92
7820,-0.011,-6.309,"Palmer, Ryan",-0.941,-0.161,-0.353,-0.481,-1.936
12258,-0.057,-2.695,"Garcia Rodriguez, Sebastian",-0.812,-0.231,-0.646,-0.279,-1.968
12318,-0.066,2.742,"Knappe, Alexander",-1.341,-0.315,-0.383,0.066,-1.974
13731,-0.041,-1.627,"Strydom, Ockie",-0.895,-0.281,-0.397,-0.414,-1.986
16566,-0.049,9.14,"Barjon, Paul",-1.051,-0.604,-0.106,-0.235,-1.995
23781,-0.065,-1.157,"Hanna, Chase",-1.163,-0.195,-0.749,0.083,-2.025
20846,-0.015,-7.469,"Scalise, Lorenzo",-0.924,-0.266,-0.595,-0.259,-2.045
13344,0.003,-9.628,"Baldwin, Matthew",-0.521,-0.31,-0.574,-0.671,-2.076
13281,-0.015,-12.7,"Rusch, Benjamin",-1.113,0.011,-0.812,-0.189,-2.102
16363,-0.052,-13.971,"Brun, Julien",-0.837,-0.027,-1.34,0.061,-2.143
23016,-0.074,0.642,"Bachem, Nick",-1.092,-0.081,-0.633,-0.343,-2.148
17508,-0.028,-2.297,"Gribble, Cody",-0.938,-0.209,-0.472,-0.547,-2.166
16400,-0.021,2.631,"Porteous, Garrick",-1.126,-0.529,-0.235,-0.278,-2.168
12819,-0.078,8.386,"Bekker, Oliver",-0.996,-0.209,-0.363,-0.643,-2.211
11641,-0.108,-4.32,"Kim, Anthony",-0.906,-0.136,-1.037,-0.275,-2.355
5647,-0.044,-7.279,"Gallacher, Stephen",-1.214,-0.274,-0.762,-0.218,-2.469
15634,-0.099,-1.852,"Trainer, Martin",-1.375,-0.093,-1.133,0.04,-2.562
7881,-0.052,-10.004,"Kang, Sung",-1.17,-0.248,-0.948,-0.249,-2.615
18241,-0.135,-8.292,"Gavins, Daniel",-1.026,-0.041,-1.603,0.023,-2.647
7567,-0.042,-6.709,"Warren, Marc",-1.582,-0.479,-0.919,-0.221,-3.202
14706,-0.097,-3.775,"Swafford, Hudson",-1.206,-0.631,-1.41,-0.291,-3.539
14799,-0.131,-2.728,"Barnes, Erik",-1.814,-0.272,-1.78,-0.308,-4.174
