Player,12,11,10,9,8,7,6,5,4,3,2,1,-,2011,2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023 DraftKings,2023 Odds,Bookmaker,New Account Offer,2023 Result
Nate Lashley,-,-,-,-,-,7,MC,-,WD,61,20,-,-,-,-,-,-,-,-,-,8,-,-,7,10300,14/1,Bet 365,Further details,3
Andrew Novak,-,-,-,-,-,12,MC,69,20,-,-,29,-,-,-,-,-,-,-,-,-,-,-,22,10100,18/1,Bet 365,Further details,44
Scott Piercy,-,-,-,-,-,MC,41,31,MC,WD,50,-,-,MC,-,-,-,-,-,-,-,-,-,-,9800,22/1,Bet 365,Further details,21
Sam Stevens,-,-,-,-,-,MC,67,13,34,-,-,MC,-,-,-,-,-,-,-,-,-,-,-,-,9700,22/1,Bet 365,Further details,15
Dylan Wu,-,-,-,-,-,MC,32,MC,29,-,-,10,-,-,-,-,-,-,-,-,-,-,-,MC,9600,40/1,Bet 365,Further details,48
Akshay Bhatia,-,-,-,-,-,-,4^,7^,MC^,MC^,-,49,-,-,-,-,-,-,-,-,-,-,-,-,9500,25/1,Bet 365,Further details,2
Erik Barnes,-,-,-,-,-,MC,MC,13,MC,-,-,49,-,-,-,-,-,-,-,-,-,-,-,-,9400,33/1,Bet 365,Further details,MC
MJ Daffue,15,9,-,-,-,54,MC,MC,48,-,-,21,-,-,-,-,-,-,-,-,-,52,-,-,9300,28/1,Bet 365,Further details,64
Erik Van Rooyen,MC,71,-,-,-,-,6,-,MC,50,-,MC,-,-,-,-,-,-,-,-,-,-,-,-,9200,25/1,Bet 365,Further details,32
Cameron Percy,MC,-,-,-,-,-,-,MC,WD,-,-,12,-,29,-,14,-,MC,26,24,-,44,7,7,9100,22/1,Bet 365,Further details,MC
Carl Yuan,-,-,-,-,-,20,MC,MC,MC,-,-,MC,-,-,-,-,-,-,-,-,-,MC,-,-,8900,33/1,Bet 365,Further details,MC
Harry Hall,-,-,-,-,-,27,41,MC,34,-,-,74,-,-,-,-,-,-,-,-,-,-,-,-,8800,40/1,Bet 365,Further details,7
