Player,12,11,10,9,8,7,6,5,4,3,2,1,-,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023 DraftKings,2023 Odds,Bookmaker,New Account Offer,2023 Result
Billy Horschel,MC,MC,-,9,-,52,MC,11^^,-,-,-,MC,-,-,-,-,-,-,34,-,19,38,40,MC,7400,80/1,Bet 365,Further details,40
Hayden Buckley,MC,MC,-,-,10,-,5,26^^,-,43,-,26,-,-,-,-,-,-,-,-,-,-,-,MC,7300,100/1,Bet 365,Further details,MC
Beau Hossler,MC,MC,MC,-,46,-,31,3^^,10,47,-,40,-,-,-,-,-,-,MC,64,40,MC,-,21,7300,80/1,Bet 365,Further details,70
Adam Svensson,24,13,-,52,-,MC,41,-,-,27,-,40,-,-,-,-,-,-,-,-,-,-,-,40,7300,TBC,Bet 365,Further details,NR
Maverick McNealy,-,60,36,52,-,-,MC,-,60,-,MC,MC,-,-,-,-,-,-,-,42,-,32,20,MC,7300,80/1,Bet 365,Further details,52
Eric Cole,MC,27,MC,-,39,-,MC^,MC^^,5,MC,23,15,-,-,-,-,-,-,-,-,-,-,-,-,7200,90/1,Bet 365,Further details,MC
JT Poston,-,MC,10,9,-,34,MC,-,-,MC,-,40,-,-,-,-,-,-,41,20,MC,10,MC,MC,7200,90/1,Bet 365,Further details,MC
Ryan Palmer,53,MC,-,-,MC,-,MC,MC^^,-,35,8,-,-,5,14,5,MC,3,70,MC,6,MC,32,40,7200,125/1,Bet 365,Further details,MC
Seonghyeon Kim,39,MC,45,-,15,-,-,13^^,24,MC,50,-,-,-,-,-,-,-,-,-,-,-,-,-,7200,110/1,Bet 365,Further details,MC
Nick Taylor,MC,MC,10,31,15,-,41,2^^,-,-,-,MC,-,-,-,-,27,47,61,MC,MC,-,62,48,7200,100/1,Bet 365,Further details,MC
Matthew NeSmith,39,MC,-,-,MC,-,59,4^^,-,35,30,23,-,-,-,-,-,-,-,-,-,49,MC,57,7100,175/1,Bet 365,Further details,48
Justin Suh,24,6,45,31,-,-,73,23^^,-,59,MC,26,-,-,-,-,-,-,-,-,-,-,-,-,7100,110/1,Bet 365,Further details,16
Sam Stevens,15,-,MC,3,2,-,MC,MC^^,-,47,34,72,-,-,-,-,-,-,-,-,-,-,-,-,7100,110/1,Bet 365,Further details,29
Joseph Bramlett,MC,MC,36,-,MC,-,-,26^^,10,40,19,-,-,-,-,-,-,-,-,-,-,-,MC,-,7100,90/1,Bet 365,Further details,MC
Andrew Putnam,34,MC,-,9,28,-,59,-,24,-,-,MC,-,-,-,-,-,-,-,20,3,MC,MC,15,7100,125/1,Bet 365,Further details,29
Sepp Straka,MC,65,-,59,22,46,MC,-,-,MC,-,7,-,-,-,-,-,-,-,-,-,MC,MC,-,7000,125/1,Bet 365,Further details,29
Joel Dahmen,MC,60,61,50,-,-,MC,11^^,-,MC,-,69,-,-,-,-,-,-,-,20,MC,19,MC,63,7000,125/1,Bet 365,Further details,68
Aaron Rai,53,19,-,-,28,-,48,13^^,MC,MC,MC,-,-,-,-,-,-,-,-,-,-,-,-,68,7000,125/1,Bet 365,Further details,12
Vincent Norrman,21,-,MC,16,MC,-,-,9^^,18,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,7000,175/1,Bet 365,Further details,48
William Gordon,70,54,36,-,MC,-,-,MC^^,24,MC,70,-,-,-,-,-,-,-,-,-,-,-,MC,-,7000,110/1,Bet 365,Further details,52
Michael Block,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,-,6900,400/1,Bet 365,Further details,MC
Chez Reavie,MC,MC,MC,-,6,-,11,-,49,MC,-,40,-,MC,11,-,-,MC,48,MC,MC,MC,-,27,6900,400/1,Bet 365,Further details,40
Luke List,MC,MC,MC,-,39,-,MC,23^^,MC,MC,34,-,-,-,MC,-,-,-,MC,-,-,-,MC,-,6900,125/1,Bet 365,Further details,57
Nate Lashley,3,60,MC,-,MC,-,31,-,39,27,23,-,-,-,-,-,-,-,-,-,69,MC,32,MC,6900,175/1,Bet 365,Further details,MC
Scott Stallings,MC,69,-,31,-,26,56,MC^^,-,-,MC,MC,-,MC,4,76,-,MC,63,MC,MC,-,67,4,6900,125/1,Bet 365,Further details,MC
Ben Martin,-,54,45,8,10,-,41,MC^^,46,MC,-,-,-,-,-,21,10,29,57,32,-,-,-,-,6800,125/1,Bet 365,Further details,57
Cameron Champ,-,-,MC,-,MC,MC,MC,-,8,MC,50,-,-,-,-,-,-,-,-,-,58,14,MC,-,6800,125/1,Bet 365,Further details,63
Alexander Noren,61,MC,-,52,15,MC,-,-,MC,MC,-,MC,-,-,-,-,-,-,-,-,-,60,-,-,6800,125/1,Bet 365,Further details,29
Benjamin Griffin,14,35,45,31,MC,-,31,MC^^,-,MC,MC,MC,-,-,-,-,-,-,-,-,-,-,-,-,6800,110/1,Bet 365,Further details,52
Adam Schenk,31,MC,2,-,MC,-,31,-,-,MC,MC,MC,-,-,-,-,-,-,-,MC,MC,43,65,MC,6800,125/1,Bet 365,Further details,2
Matt Wallace,-,MC,7,1,28,-,MC,MC^^,MC,MC,-,65,-,-,-,-,-,-,-,-,-,MC,56,-,6700,125/1,Bet 365,Further details,MC
Akshay Bhatia,2,-,MC,24,46,-,MC,MC^^,4,43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6700,150/1,Bet 365,Further details,56
Austin Eckroat,MC,-,MC,5,MC,-,-,MC^^,49,64,2,-,-,-,-,-,-,-,-,-,-,-,-,-,6700,TBC,Bet 365,Further details,16
Michael Kim,5,-,45,26,46,-,-,19^^,30,7,MC,-,-,-,-,-,-,MC,41,-,MC,-,-,-,6700,200/1,Bet 365,Further details,6
Nick Hardy,MC,MC,MC,13,28,-,MC,1^^,-,68,-,MC,-,-,-,-,-,-,-,-,-,-,-,-,6700,150/1,Bet 365,Further details,48
Lee Hodges,MC,MC,63,-,6,-,41,MC^^,73,MC,-,55,-,-,-,-,-,-,-,-,-,-,-,35,6600,150/1,Bet 365,Further details,29
Mark Hubbard,-,35,MC,29,MC,-,11,MC^^,18,27,-,75,-,-,-,-,-,62,-,-,-,43,69,52,6600,150/1,Bet 365,Further details,9
Dylan Wu,48,35,58,16,39,-,-,MC^^,15,21,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,6600,200/1,Bet 365,Further details,MC
Henrik Norlander,15,-,45,22,60,-,-,23^^,MC,47,34,-,-,-,73,-,-,-,-,-,-,MC,50,-,6600,400/1,Bet 365,Further details,MC
Garrick Higgo,MC,44,58,-,64,-,48,-,MC,MC,30,-,-,-,-,-,-,-,-,-,-,-,-,MC,6600,125/1,Bet 365,Further details,MC
