Player,12,11,10,9,8,7,6,5,4,3,2,1,-,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023,2024 DraftKings,2024 Odds,Bookmaker,New Account Offer,2024 Result
Camilo Villegas,-,50,MC,62,-,-,MC,-,-,67,MC,MC,-,MC,MC,MC,-,42,-,MC,-,11,-,-,5300,300/1,Bet 365,Further details,WD
Hayden Buckley,-,-,MC,MC,MC,77,28,-,-,MC,-,MC,-,-,-,-,-,-,-,-,-,-,MC,-,5300,400/1,Bet 365,Further details,61
Chez Reavie,-,-,MC,52,MC,-,MC,-,MC,-,-,MC,-,20,63,-,MC,22,27,MC,MC,MC,39,MC,5300,400/1,Bet 365,Further details,12
Kevin Dougherty,-,-,-,MC,50,-,-,-,38,MC,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,5200,300/1,Bet 365,Further details,45
Norman Xiong,-,-,79,MC,MC,-,-,-,MC,MC,9,-,-,-,-,-,-,-,-,-,-,-,-,-,5200,400/1,Bet 365,Further details,54
Patrick Fishburn,-,-,-,MC,MC,-,-,-,MC,MC,42,-,-,-,-,-,-,-,-,-,-,-,-,-,5200,350/1,Bet 365,Further details,MC
Paul Barjon,-,-,MC,39,MC,-,-,-,MC,MC,MC,-,-,-,-,-,-,-,-,-,-,-,57,-,5200,500/1,Bet 365,Further details,MC
Roger Sloan,-,-,-,MC,MC,-,-,-,MC,-,55,-,-,-,-,-,-,-,-,-,60,MC,MC,-,5200,600/1,Bet 365,Further details,49
Ryan McCormick,-,-,-,MC,MC,-,-,-,38,-,58,-,-,-,-,-,-,-,-,-,-,-,-,-,5200,400/1,Bet 365,Further details,MC
Luke Donald,-,-,20,66,-,-,MC,-,-,-,-,-,-,1,4,4,53,22,MC,64,9,54,16,MC,5200,500/1,Bet 365,Further details,MC
Ryan Brehm,-,-,MC,MC,20,-,MC,-,MC,MC,55,-,-,-,-,-,-,-,-,-,-,MC,66,65,5100,2500/1,Bet 365,Further details,72
Mac Meissner,-,-,-,MC,MC,-,-,-,MC,53,23,-,-,-,-,-,-,-,-,-,-,-,-,-,5100,600/1,Bet 365,Further details,26
Raul Pereda,-,-,-,MC,MC,-,-,-,MC,MC^,42,-,-,-,-,-,-,-,-,-,-,-,-,-,5100,1500/1,Bet 365,Further details,MC
Tom Whitney,-,-,-,MC,13,-,-,-,MC,MC,61,-,-,-,-,-,-,-,-,-,-,-,-,-,5100,500/1,Bet 365,Further details,33
Trace Crowe,-,-,-,MC,25,-,-,-,60,-,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,5100,500/1,Bet 365,Further details,MC
Wilson Furr,-,-,-,WD,MC,-,-,-,38,-,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,5100,400/1,Bet 365,Further details,MC
Tyson Alexander,-,-,WD,MC,56,-,53,-,MC,16,-,MC,-,-,-,-,-,-,-,-,-,-,-,65,5100,600/1,Bet 365,Further details,MC
Callum Tarren,-,-,MC,MC,MC,-,MC,-,MC,MC,-,MC,-,-,-,-,-,-,-,-,-,-,MC,-,5100,600/1,Bet 365,Further details,72
"Blaine Hale, Jr.",-,-,-,MC,MC,-,-,-,MC,-,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,5000,2000/1,Bet 365,Further details,MC
Brandt Snedeker,-,-,MC,MC,78,-,MC,-,MC,MC,MC,-,-,29,-,58,53,-,-,31,30,11,-,-,5000,1000/1,Bet 365,Further details,MC
Fred Biondi,-,-,-,7^,68^,21^,41^,-,MC,MC,32,-,-,-,-,-,-,-,-,-,-,-,-,-,5000,600/1,Bet 365,Further details,26
Josh Teater,-,-,MC,MC,MC,-,-,-,MC,-,61,-,-,MC,77,25,-,-,-,-,-,-,-,-,5000,750/1,Bet 365,Further details,MC
Scott Gutschewski,-,-,-,MC,MC,-,-,-,MC,-,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,5000,1000/1,Bet 365,Further details,MC
Greg Koch,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,MC,MC,5000,2500/1,Bet 365,Further details,MC
