Player,RDs,SG-OTT,RK,SG-APP,RK,SG-T2G,RK,SG-BST,RK,SG-ATG,RK,SG-P,RK,SG-TOT,RK
Erik Barnes,3,0.13,62,- 0.04,67,1.17,20,0.04,62,1.08,4,2.24,3,3.41,1
Collin Morikawa,6,0.83,7,1.66,2,2.10,2,1.25,1,- 0.39,92,0.51,32,2.61,2
Will Zalatoris,8,0.38,34,1.30,4,2.00,4,0.84,4,0.32,37,0.36,43,2.37,3
Sahith Theegala,6,- 0.08,82,1.75,1,1.96,5,0.84,5,0.28,40,0.35,45,2.31,4
Sam Stevens,3,0.29,40,- 0.38,85,0.43,46,- 0.04,72,0.51,27,1.77,4,2.19,5
Max Homa,11,- 0.05,79,1.27,5,1.58,9,0.61,11,0.37,33,0.55,28,2.13,6
Justin Rose,17,0.26,46,0.68,18,1.63,8,0.47,21,0.69,16,0.41,39,2.04,7
Tony Finau,22,0.63,16,0.51,33,1.73,6,0.57,14,0.59,21,0.16,51,1.89,8
Sungjae Im,15,0.43,28,0.53,32,1.31,15,0.48,20,0.36,34,0.52,31,1.83,9
Jason Day,18,0.74,10,- 0.15,72,0.97,25,0.29,36,0.38,31,0.75,18,1.72,10
Xander Schauffele,16,0.64,14,0.35,40,0.93,26,0.49,18,- 0.06,66,0.78,16,1.71,11
Keegan Bradley,19,0.38,35,1.19,7,1.55,10,0.78,7,- 0.02,64,0.09,55,1.64,12
Nate Lashley,1,0.23,49,- 1.36,109,0.30,53,- 0.57,103,1.43,2,1.31,7,1.62,13
Luke List,20,0.95,5,0.65,23,1.72,7,0.80,6,0.12,51,-0.23,78,1.49,14
Ryan Palmer,18,0.50,24,0.91,11,1.33,14,0.70,10,- 0.08,69,0.06,58,1.39,15
Hideki Matsuyama,22,0.11,65,0.30,42,0.92,27,0.21,48,0.51,28,0.44,37,1.36,16
Maverick McNealy,13,0.33,38,- 0.02,66,0.67,35,0.16,51,0.36,36,0.63,25,1.30,17
Scott Gutschewski,1,0.77,9,- 1.60,110,1.47,12,- 0.42,99,2.30,1,-0.22,77,1.24,18
Austin Eckroat,2,0.34,37,0.37,39,0.28,58,0.36,27,- 0.44,98,0.96,12,1.23,19
Henrik Norlander,10,0.21,53,0.70,16,1.05,21,0.45,24,0.14,48,0.10,53,1.15,20
Sepp Straka,10,0.47,25,- 0.54,93,0.34,50,- 0.03,70,0.41,30,0.80,15,1.14,21
Peter Malnati,12,- 0.42,100,0.50,34,0.39,47,0.04,64,0.31,39,0.70,22,1.10,22
Seonghyeon Kim,3,- 0.06,80,0.69,17,1.00,22,0.31,32,0.38,32,0.07,56,1.07,23
Brandt Snedeker,19,- 0.34,97,- 0.00,64,0.29,57,- 0.17,84,0.63,18,0.78,17,1.07,24
Greyson Sigg,3,0.10,67,0.87,13,1.28,16,0.48,19,0.31,38,-0.22,76,1.06,25
Justin Suh,7,- 0.29,92,0.29,43,- 0.28,80,- 0.00,67,- 0.27,83,1.33,6,1.05,26
Jhonattan Vegas,18,0.59,19,0.57,27,1.19,18,0.58,13,0.02,58,-0.18,73,1.01,27
Gary Woodland,22,0.39,33,0.63,26,0.90,29,0.51,17,- 0.12,76,0.10,54,1.00,28
Tom Hoge,10,- 0.03,78,0.88,12,0.98,24,0.43,26,0.12,50,0.01,61,0.99,29
Patrick Rodgers,14,0.22,52,- 0.42,87,0.65,36,- 0.10,77,0.85,10,0.32,46,0.97,30
Taylor Montgomery,6,0.55,23,- 0.81,100,0.30,54,- 0.13,81,0.56,23,0.66,24,0.96,31
Aaron Baddeley,10,- 0.30,94,- 0.24,79,0.05,70,- 0.27,90,0.59,20,0.87,13,0.92,32
Lanto Griffin,13,0.19,54,0.68,19,0.69,34,0.44,25,- 0.19,80,0.23,50,0.92,33
Christiaan Bezuidenhout,3,0.27,41,1.15,8,1.48,11,0.71,9,0.06,55,-0.60,97,0.88,34
Tyson Alexander,1,- 0.28,91,0.03,60,0.82,31,- 0.13,79,1.07,5,0.04,60,0.86,35
Ben Griffin,3,0.39,32,0.10,56,1.17,19,0.24,41,0.68,17,-0.31,83,0.86,36
J.B. Holmes,15,0.62,17,- 0.16,74,0.10,66,0.23,46,- 0.35,89,0.71,21,0.81,37
J.J. Spaun,15,0.11,64,0.13,53,0.08,67,0.12,53,- 0.16,79,0.73,20,0.81,38
Taylor Pendrith,6,0.11,66,0.05,59,0.07,68,0.08,57,- 0.09,71,0.74,19,0.81,39
David Skinns,1,0.13,60,- 0.36,83,0.31,51,- 0.11,78,0.54,24,0.47,34,0.78,40
Rafael Campos,1,0.35,36,- 1.61,111,- 2.18,113,- 0.63,105,- 0.93,113,2.95,1,0.76,41
Mackenzie Hughes,10,0.04,74,0.00,63,0.31,52,0.02,66,0.27,41,0.41,38,0.72,42
Joseph Bramlett,12,0.56,21,0.48,36,0.34,49,0.52,16,- 0.70,110,0.37,41,0.70,43
