Player,12,11,10,9,8,7,6,5,4,3,2,1,-,2011,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023 DraftKings,2023 Odds,Bookmaker,New Account Offer,2023 Result
Scott Piercy,WD,50,-,21,MC,-,29,MC,-,MC,MC^^,39,-,-,-,-,-,MC,-,-,-,-,11,37,6400,400/1,Bet 365,Further details,MC
Stewart Cink,65,MC,-,MC,MC,MC,-,MC,-,MC,-,-,-,9,15,-,23,20,-,MC,72,-,37,9,6400,400/1,Bet 365,Further details,67
David Lingmerth,-,-,10,70,6,27,-,MC,-,-,MC^^,-,-,-,-,MC,MC,MC,17,18,-,-,-,46,6400,500/1,Bet 365,Further details,47
Kramer Hickok,MC,29,14,-,44,45,46,MC,-,72,MC^^,-,-,-,-,-,-,-,-,-,-,60,51,MC,6400,500/1,Bet 365,Further details,40
Trey Mullinax,61,62,-,8,MC,MC,-,MC,-,MC,MC^^,-,-,-,-,-,-,-,-,MC,MC,50,-,MC,6400,400/1,Bet 365,Further details,47
Zach Johnson,32,-,12,68,-,MC,-,-,34,54,MC^^,-,-,6,69,65,14,-,-,18,-,MC,51,MC,6400,400/1,Bet 365,Further details,MC
Peter Malnati,MC,20,MC,MC,MC,MC,-,22,-,MC,-,MC,-,-,-,-,MC,-,MC,MC,34,MC,43,51,6400,400/1,Bet 365,Further details,NR
Chad Ramey,MC,MC,MC,-,27,27,WD,MC,-,MC,9^^,-,-,-,-,-,-,-,-,-,-,-,-,21,6300,1000/1,Bet 365,Further details,35
Justin Lower,50,MC,-,MC,MC,MC,MC,70,-,71,MC^^,-,-,-,-,-,-,-,-,59,-,-,-,31,6300,750/1,Bet 365,Further details,MC
Troy Merritt,MC,MC,-,MC,MC,MC,-,MC,-,MC,13^^,-,-,MC,-,-,MC,MC,-,MC,42,-,MC,35,6300,600/1,Bet 365,Further details,MC
Ryan Palmer,42,-,MC,53,MC,-,-,MC,-,MC,MC^^,-,-,-,-,-,-,-,-,-,-,-,-,-,6300,400/1,Bet 365,Further details,35
Chesson Hadley,23,MC,29,-,44,MC,MC,60,-,MC,MC^^,-,-,-,-,-,MC,20,11,MC,16,MC,MC,MC,6300,500/1,Bet 365,Further details,MC
Henrik Norlander,-,-,MC,15,-,45,22,60,-,-,23^^,MC,-,-,-,16,-,-,71,-,-,-,MC,59,6300,600/1,Bet 365,Further details,47
Martin Laird,MC,MC,-,39,MC,MC,-,MC,-,MC,-,MC,-,MC,26,MC,30,55,65,42,-,31,-,61,6300,750/1,Bet 365,Further details,MC
Brent Grant,-,-,WD,40,-,MC,8,MC,-,-,MC^^,MC,-,-,-,-,-,-,-,-,-,-,-,-,6300,500/1,Bet 365,Further details,MC
Matthias Schwab,MC,50,60,-,54,MC,8,MC,-,MC,9^^,MC,-,-,-,-,-,-,-,-,-,-,-,MC,6300,600/1,Bet 365,Further details,MC
Ryan Moore,MC,-,MC,-,-,MC,MC,MC,-,MC,-,33,-,33,5,6,18,47,MC,-,MC,-,54,-,6200,750/1,Bet 365,Further details,MC
C.T. Pan,-,-,-,-,-,-,MC^,-,-,MC,-,-,-,-,-,-,-,-,-,MC,76,-,18,15,6200,400/1,Bet 365,Further details,MC
Russell Knox,MC,MC,MC,-,MC,MC,58,MC,-,MC,MC^^,-,-,-,MC,-,-,58,-,-,-,-,18,35,6200,600/1,Bet 365,Further details,MC
Rory Sabbatini,MC,-,MC,-,-,16,-,-,-,-,-,-,-,3,MC,MC,8,MC,-,WD,27,18,MC,41,6200,1000/1,Bet 365,Further details,MC
Austin Greaser,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6200,400/1,Bet 365,Further details,MC
Jim Herman,66,-,14,44,-,MC,-,MC,-,67,MC^^,-,-,33,-,MC,73,13,MC,-,-,MC,-,MC,6200,1500/1,Bet 365,Further details,MC
Ryan Armour,-,-,63,61,MC,45,-,MC,-,-,MC^^,MC,-,-,-,-,-,-,-,59,-,MC,MC,25,6200,750/1,Bet 365,Further details,56
Dylan Frittelli,14,MC,29,-,MC,MC,-,MC,-,WD,26^^,MC,-,-,-,-,-,-,-,-,MC,24,-,46,6200,600/1,Bet 365,Further details,MC
J.B. Holmes,MC,67,71,-,-,MC,-,MC,-,-,-,MC,-,9,57,-,1,MC,53,36,42,WD,MC,-,6200,2500/1,Bet 365,Further details,NR
Carson Young,-,-,29,3,-,MC,38,MC,-,19,MC^^,15,-,-,-,-,-,-,-,-,-,-,-,-,6100,750/1,Bet 365,Further details,MC
Richy Werenski,MC,-,MC,21,-,27,MC,MC,-,MC,MC^^,46,-,-,-,-,-,-,-,MC,MC,38,37,MC,6100,2500/1,Bet 365,Further details,MC
Nicolas Echavarria,-,-,MC,1,MC,MC,-,28,-,MC,-,66,-,-,-,-,-,-,-,-,-,-,-,-,6100,750/1,Bet 365,Further details,MC
Zac Blair,-,-,49,-,-,10,-,MC,-,-,MC^^,-,-,-,-,-,-,MC,DQ,12,-,-,-,-,6100,750/1,Bet 365,Further details,47
Jason Dufner,32,-,74,44,-,36,58,60,-,MC,MC^^,-,-,-,-,-,-,-,-,-,42,4,43,MC,6100,1500/1,Bet 365,Further details,MC
Callum Tarren,MC,MC,MC,MC,MC,-,-,MC,-,MC,MC^^,MC,-,-,-,-,-,-,-,-,-,-,-,56,6100,600/1,Bet 365,Further details,64
Harrison Endycott,-,-,26,-,MC,65,58,MC,-,-,MC^^,MC,-,-,-,-,-,-,-,-,-,-,-,-,6100,1000/1,Bet 365,Further details,59
Tyson Alexander,-,-,78,MC,MC,65,26,-,-,-,MC^^,MC,-,-,-,-,-,-,-,-,-,-,-,-,6100,1000/1,Bet 365,Further details,MC
Doc Redman,MC,MC,MC,-,MC,16,-,MC,-,MC,26^^,MC,-,-,-,-,-,-,-,-,-,18,MC,MC,6100,750/1,Bet 365,Further details,MC
