Player,12,11,10,9,8,7,6,5,4,3,2,1,-,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2022,2023 DraftKings,2023 Odds,Bookmaker,New Account Offer,2023 Result
MJ Daffue,19,29,15,-,-,26^^,MC,47,MC,-,MC,MC,-,-,-,-,-,-,-,-,-,-,-,-,6900,175/1,Bet 365,Further details,38
Adam Long,19,MC,MC,-,59,-,18,MC,50,-,MC,MC,-,-,-,-,-,-,-,-,-,-,-,21,6800,275/1,Bet 365,Further details,57
Seung-yul Noh,-,38,-,-,-,19^^,46,-,74,-,-,-,-,-,-,15,75,MC,85,59,23,-,-,35,6800,300/1,Bet 365,Further details,38
Vincent Whaley,-,-,-,-,-,-,-,-,79,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,6800,300/1,Bet 365,Further details,72
Benjamin Silverman,-,48^,-,-,30^,3^,2^,-,-,53^,-,-,-,-,-,-,-,MC,-,-,-,71,20,-,6800,225/1,Bet 365,Further details,MC
Doc Redman,16,-,MC,-,MC,26^^,MC,MC,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6800,300/1,Bet 365,Further details,MC
Erik van Rooyen,10,56,MC,-,MC,26^^,33,MC,MC,-,MC,-,-,-,-,-,-,-,-,-,-,-,20,-,6800,225/1,Bet 365,Further details,MC
James Hahn,71,-,MC,-,41,-,49,MC,50,-,-,-,-,-,-,-,40,43,11,-,10,50,-,-,6800,300/1,Bet 365,Further details,57
Greyson Sigg,57,-,MC,-,MC,MC^^,18,MC,MC,-,MC,-,-,-,-,-,-,-,-,-,-,-,-,MC,6800,300/1,Bet 365,Further details,38
Tyler Duncan,MC,3,58,-,MC,34^^,-,MC,MC,-,MC,-,-,-,-,-,-,-,-,-,-,17,60,MC,6800,225/1,Bet 365,Further details,MC
Justin Lower,MC,MC,70,-,71,MC^^,-,MC,43,-,57,MC,-,-,-,-,-,-,-,-,-,-,-,35,6700,300/1,Bet 365,Further details,25
Kramer Hickok,45,46,MC,-,72,MC^^,-,40,MC,-,21,-,-,-,-,-,-,-,-,-,19,-,MC,61,6700,250/1,Bet 365,Further details,MC
Sean O'Hair,19,29,-,-,-,7^^,MC,-,50,-,-,-,-,MC,1,MC,-,62,MC,MC,10,71,-,64,6700,300/1,Bet 365,Further details,MC
Lucas Glover,36,-,45,-,MC,-,MC,MC,79,-,-,MC,-,-,40,-,-,MC,79,-,-,-,-,-,6700,250/1,Bet 365,Further details,20
Brice Garnett,MC,8,60,-,-,MC^^,33,-,77,-,-,-,-,-,-,-,-,MC,MC,-,-,-,MC,MC,6700,350/1,Bet 365,Further details,68
