Player,12,11,10,9,8,7,6,5,4,3,2,1,-,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023 DraftKings,2023 Odds,Bookmaker,New Account Offer,2023 Result
Scott Piercy,MC,MC,WD,45,-,-,-,-,-,MC,-,-,-,-,-,MC,-,-,-,-,-,57,MC,19,6700,200/1,Bet 365,Further details,MC
Henrik Norlander,28,MC,57,MC,-,-,-,-,-,MC,-,-,-,-,72,-,39,-,-,-,MC,4,4,24,6700,150/1,Bet 365,Further details,2
Brice Garnett,33,MC,53,MC,-,-,-,-,-,52,-,-,-,-,-,-,9,MC,43,-,MC,MC,56,54,6700,200/1,Bet 365,Further details,MC
Brandt Snedeker,-,MC,53,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45,17,MC,-,6700,200/1,Bet 365,Further details,65
Ross Steelman,-,MC^,30^,-,WD^,MC^,MC^,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6700,200/1,Bet 365,Further details,65
Aaron Baddeley,MC,MC,7,MC,-,-,-,-,-,MC,-,-,-,-,-,-,4,-,30,MC,-,MC,-,-,6700,125/1,Bet 365,Further details,NR
Ryan Gerard,MC,5,57,MC,-,-,-,-,-,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6700,125/1,Bet 365,Further details,MC
Seung-yul Noh,WD,28,69,-,-,-,-,-,-,MC,-,-,-,-,14,-,20,8,-,-,-,-,MC,-,6700,150/1,Bet 365,Further details,MC
Adam Long,16,MC,37,MC,-,-,-,-,-,MC,-,-,-,-,-,-,-,-,-,MC,23,MC,29,30,6600,150/1,Bet 365,Further details,35
Trevor Cone,3,66,64,MC,-,-,-,-,-,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,45,6600,200/1,Bet 365,Further details,73
Kevin Roy,MC,20,MC,MC,-,MC^,-,-,-,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,76,6600,225/1,Bet 365,Further details,MC
Kelly Kraft,40,MC,WD,33,-,-,-,-,-,25,-,-,-,-,-,-,33,MC,-,-,-,46,MC,-,6600,200/1,Bet 365,Further details,16
Doc Redman,9,MC,30,MC,-,-,-,-,-,MC,-,-,-,-,-,-,-,-,-,-,52,28,56,-,6600,175/1,Bet 365,Further details,56
Augusto Nunez,MC,50,72,MC,-,-,-,-,-,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,MC,6600,225/1,Bet 365,Further details,MC
Kramer Hickok,28,MC,30,MC,-,-,-,-,-,MC,-,-,-,-,-,-,-,-,-,MC,MC,MC,MC,MC,6600,200/1,Bet 365,Further details,35
Robert Streb,MC,39,MC,14,-,-,-,-,-,MC,-,-,-,-,MC,8,-,-,-,26,23,MC,MC,MC,6600,300/1,Bet 365,Further details,35
