Player,12,11,10,9,8,7,6,5,4,3,2,1,-,2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023,2024 DraftKings,2024 Odds,Bookmaker,New Account Offer,2024 Result
D.J. Trahan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,MC,38,54,-,16,52,22,59,44,5400,350/1,Bet 365,Further details,MC
William McGirt,-,-,-,-,-,-,-,-,-,-,-,-,-,14,-,29,-,MC,-,-,-,-,-,57,5400,250/1,Bet 365,Further details,MC
"Blaine Hale, Jr.",-,-,-,-,-,MC,MC,-,-,-,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,5400,225/1,Bet 365,Further details,MC
Chris Nido,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,MC,-,MC,MC,-,MC,5400,300/1,Bet 365,Further details,49
Tommy Gainey,-,-,-,-,-,21^,16^,52^,MC^,-,-,MC^,-,-,-,-,MC,MC,-,MC,-,68,3,MC,5400,300/1,Bet 365,Further details,32
Cody Gribble,-,-,-,-,-,-,MC^,69^,MC^,-,-,-,-,-,-,-,-,-,-,-,-,-,MC,7,5300,300/1,Bet 365,Further details,23
Geoff Ogilvy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,5300,400/1,Bet 365,Further details,MC
Sunghoon Kang,-,-,-,-,-,MC^,MC,MC,42,-,-,-,-,MC,-,-,-,-,49,-,-,-,22,69,5300,400/1,Bet 365,Further details,MC
Justin Hastings,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5300,TBC,Bet 365,Further details,MC
Brandt Snedeker,-,-,-,-,MC,MC,78,-,MC,-,MC,MC,-,-,-,-,-,-,-,-,-,-,-,-,5300,350/1,Bet 365,Further details,MC
Kevin Kisner,-,-,-,-,MC,MC,-,-,-,-,-,MC,-,25,-,49,-,-,-,-,-,-,-,-,5300,350/1,Bet 365,Further details,MC
