Player,RDs,SG-OTT,RK,SG-APP,RK,SG-T2G,RK,SG-BST,RK,SG-ATG,RK,SG-P,RK,SG-TOT,RK
Justin Rose,4,1.29,3,0.54,23,2.54,1,0.91,2,0.71,3,0.77,18,3.31,1
Hayden Buckley,8,0.95,5,0.58,21,1.60,6,0.76,5,0.08,48,0.69,21,2.29,2
Matt Kuchar,20,0.48,29,0.27,50,1.14,17,0.38,39,0.38,18,0.78,17,1.91,3
Seonghyeon Kim,4,0.41,35,0.45,31,1.18,13,0.43,27,0.28,29,0.63,26,1.80,4
Corey Conners,20,0.57,20,0.68,15,1.29,11,0.63,13,0.03,52,0.51,35,1.80,5
Byeong Hun An,4,0.25,49,0.17,57,-0.07,76,0.21,51,-0.48,102,1.73,2,1.66,6
Taylor Montgomery,4,0.62,17,-1.14,111,0.11,63,-0.26,94,0.62,5,1.56,3,1.66,7
Nico Echavarria,4,0.78,11,-0.06,77,0.24,54,0.36,41,-0.48,101,1.42,4,1.66,8
Ben Griffin,4,0.64,16,0.42,37,0.71,34,0.53,16,-0.35,93,0.95,8,1.66,9
Austin Eckroat,4,0.75,14,0.03,69,0.82,28,0.39,35,0.05,51,0.84,13,1.66,10
Kevin Kisner,28,0.44,31,0.46,29,0.95,22,0.45,22,0.05,50,0.63,25,1.58,11
Hideki Matsuyama,24,0.39,37,1.00,4,1.81,4,0.70,6,0.42,15,-0.39,83,1.43,12
Webb Simpson,26,0.24,52,0.43,36,0.87,26,0.34,42,0.20,35,0.55,32,1.42,13
Maverick Mcnealy,8,0.40,36,0.47,28,0.71,33,0.43,26,-0.16,75,0.70,20,1.42,14
Kevin Yu,4,1.05,4,-0.41,95,0.49,45,0.32,44,-0.14,73,0.92,10,1.41,15
Carl Yuan,4,0.43,32,0.61,20,0.99,21,0.52,17,-0.05,63,0.42,37,1.41,16
Keith Mitchell,20,0.49,28,0.37,43,1.20,12,0.43,28,0.35,26,-0.02,60,1.18,17
Davis Riley,4,0.69,15,0.52,25,0.15,59,0.61,14,-1.07,113,1.03,6,1.17,18
Harry Hall,4,0.18,60,-1.14,112,-1.06,107,-0.48,104,-0.11,67,2.22,1,1.16,19
Andrew Novak,6,0.32,44,0.45,30,1.86,2,0.39,34,1.08,1,-0.71,99,1.15,20
Si woo Kim,22,0.60,18,0.24,52,1.46,8,0.42,29,0.62,6,-0.32,76,1.14,21
Brandt Snedeker,20,-0.02,74,0.32,45,0.73,32,0.15,56,0.43,14,0.40,38,1.13,22
Adam Svensson,12,0.34,42,0.99,5,1.15,16,0.66,8,-0.17,77,-0.04,61,1.11,23
Chez Reavie,26,0.36,39,0.94,6,1.46,9,0.65,10,0.16,39,-0.34,79,1.11,24
Chris Kirk,24,-0.17,82,0.52,26,0.86,27,0.18,54,0.51,9,0.22,49,1.09,25
Stewart Cink,28,0.17,62,0.28,49,0.81,29,0.23,48,0.35,25,0.27,46,1.08,26
David Lipsky,6,-0.57,104,1.33,1,1.17,14,0.38,38,0.38,22,-0.09,64,1.08,27
Charley Hoffman,6,0.82,9,0.80,12,1.48,7,0.81,4,-0.13,72,-0.44,85,1.04,28
Nick Hardy,10,0.42,34,0.61,19,0.67,38,0.52,18,-0.37,94,0.32,44,0.99,29
Gary Woodland,17,0.51,26,0.44,35,1.08,18,0.47,20,0.13,43,-0.11,66,0.97,30
Ben Kohles,4,0.19,58,0.14,59,0.06,65,0.17,55,-0.28,87,0.86,11,0.92,31
Tyson Alexander,4,-0.36,93,0.31,46,-0.02,72,-0.03,76,0.03,54,0.94,9,0.91,32
Lucas Glover,10,0.15,65,0.73,13,0.68,35,0.44,25,-0.17,76,0.23,47,0.91,33
Alex Noren,4,0.52,24,0.87,10,1.86,3,0.70,7,0.46,11,-0.95,103,0.90,34
Ryan Palmer,26,0.53,23,0.36,44,0.89,24,0.44,24,0.01,58,0.00,58,0.90,35
