Player,12,11,10,9,8,7,6,5,4,3,2,1,-,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023 DraftKings,2023 Odds,Bookmaker,New Account Offer,2023 Result
Harry Higgs,-,-,-,-,-,MC,-,-,68,MC,-,-,-,-,-,-,-,-,-,-,33,MC,-,32,6300,350/1,Bet 365,Further details,MC
Kevin Roy,-,MC^,-,-,-,MC,-,-,MC,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6300,350/1,Bet 365,Further details,MC
Nicolas Echavarria,-,-,-,-,-,MC,-,-,-,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6300,400/1,Bet 365,Further details,31
Richy Werenski,-,-,-,-,-,66,-,-,65,MC,-,-,-,-,-,-,-,50,41,3,-,-,MC,MC,6300,500/1,Bet 365,Further details,45
Trevor Cone,-,-,-,-,-,MC,-,-,73,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6300,400/1,Bet 365,Further details,MC
Brent Grant,-,-,-,-,-,MC,-,-,MC,35,-,-,-,-,-,-,-,-,-,-,-,-,-,MC,6200,400/1,Bet 365,Further details,38
Chris Naegel,16^,16^,18^,-,-,5^,73^,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6200,600/1,Bet 365,Further details,MC
Jose Cristobal Islas,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6200,2500/1,Bet 365,Further details,MC
Kyle Westmoreland,MC^,MC^,MC^,-,-,MC,-,-,56,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,MC,6200,750/1,Bet 365,Further details,MC
Nick Watney,-,-,-,-,-,MC,-,-,MC,MC,-,-,-,-,-,MC,-,-,55,-,MC,MC,MC,-,6200,1500/1,Bet 365,Further details,MC
Roberto Diaz,MC^,51^,26^,-,-,MC^,MC^,-,67^,-,-,-,-,-,MC,MC,-,MC,25,MC,MC,MC,45,-,6200,500/1,Bet 365,Further details,45
Ryan Armour,-,-,-,-,-,MC,-,-,MC,MC,-,-,-,-,-,MC,-,-,55,21,33,MC,-,21,6200,400/1,Bet 365,Further details,73
Ryan Brehm,-,-,-,-,-,-,-,-,MC,MC,-,-,-,-,-,-,-,66,-,-,72,59,-,MC,6200,750/1,Bet 365,Further details,MC
Trevor Werbylo,-,-,-,-,-,MC,-,-,MC,56,68,-,-,-,-,-,-,-,-,-,-,-,-,-,6100,750/1,Bet 365,Further details,NR
