Player,12,11,10,9,8,7,6,5,4,3,2,1,-,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023 DraftKings,2023 Odds,Bookmaker,New Account Offer,2023 Result
Jon Rahm,4,-,-,-,1,-,8,-,-,-,1,-,-,-,-,-,-,-,34,1,6,-,-,14,10800,13/2,Bet 365,Further details,1
Scottie Scheffler,45,-,3,9,-,-,2,-,-,-,7,-,-,-,-,-,-,-,-,-,-,3,MC,25,10500,10/1,Bet 365,Further details,11
Tony Finau,-,-,MC,1,-,-,7,-,-,-,7,-,-,-,-,-,59,MC,-,-,-,14,4,40,10200,14/1,Bet 365,Further details,16
Patrick Cantlay,-,-,-,-,-,-,-,-,-,-,16,-,-,-,MC,-,-,-,-,-,9,-,2,9,10100,11/1,Bet 365,Further details,26
Xander Schauffele,-,-,-,-,-,-,4,-,-,-,WD,-,-,-,-,-,-,MC,MC,-,-,-,-,-,10000,20/1,Bet 365,Further details,3
Sungjae Im,34,-,-,-,-,-,8,-,-,-,13,MC,-,-,-,-,-,-,-,-,12,10,12,11,9800,20/1,Bet 365,Further details,18
Will Zalatoris,-,-,-,-,-,-,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,6,9600,20/1,Bet 365,Further details,36
Tom Kim,11,-,-,-,4^,-,10,-,-,-,5,MC,-,-,-,-,-,-,-,-,-,-,MC,-,9500,20/1,Bet 365,Further details,6
Sam Burns,7,-,-,WD,-,-,12,-,-,-,32,-,-,-,-,-,-,-,-,-,18,6,MC,-,9400,28/1,Bet 365,Further details,11
Brian Harman,23,-,2,-,2,-,-,8^^,-,-,16,31,-,54,MC,82,-,11,3,20,MC,21,8,3,9300,33/1,Bet 365,Further details,MC
Siwoo Kim,52,-,-,35,-,-,-,-,-,-,-,1,-,-,-,-,-,9,-,-,40,WD,1,11,9200,33/1,Bet 365,Further details,22
Cameron Young,23,-,-,-,-,-,3,7^^,-,-,13,-,-,-,-,-,-,-,-,-,-,-,-,40,9100,22/1,Bet 365,Further details,26
Aaron Wise,6,-,15,22,35^,-,-,-,-,-,18,-,-,-,-,-,-,-,34,17,MC,MC,MC,-,9000,45/1,Bet 365,Further details,MC
Taylor Montgomery,13,-,10,57,15,-,-,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-,-,-,8900,45/1,Bet 365,Further details,5
Cameron Davis,13,-,-,-,-,7,MC,-,-,-,-,31,-,-,-,-,-,-,-,-,28,29,3,-,8800,50/1,Bet 365,Further details,MC
Andrew Putnam,29,-,48,35,21,-,-,-,-,-,-,4,-,-,-,-,MC,-,-,17,34,10,21,14,8700,50/1,Bet 365,Further details,36
Sahith Theegala,67,-,-,22,2,-,-,1^^,-,-,33,-,-,-,-,-,-,-,-,-,-,-,-,33,8600,55/1,Bet 365,Further details,54
Tom Hoge,13,-,MC,-,MC,-,-,1^^,-,-,3,41,-,-,-,-,MC,MC,-,57,MC,6,MC,2,8400,40/1,Bet 365,Further details,32
Kyounghoon Lee,3,-,42,-,-,-,-,8^^,-,-,7,27,-,-,-,-,-,-,-,-,MC,21,32,63,8300,55/1,Bet 365,Further details,MC
Adam Hadwin,49,-,32,7,-,-,-,-,-,-,-,-,-,-,-,-,48,6,2,3,2,-,32,25,8200,60/1,Bet 365,Further details,18
Wyndham Clark,29,-,-,16,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,MC,54,13,8100,70/1,Bet 365,Further details,50
JT Poston,67,-,MC,-,21,-,-,-,-,-,21,20,-,-,-,-,-,-,34,MC,7,-,-,-,8000,55/1,Bet 365,Further details,6
Taylor Pendrith,-,-,-,66,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,MC,8000,80/1,Bet 365,Further details,MC
Justin Rose,-,-,MC,9,29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34,-,-,33,7900,75/1,Bet 365,Further details,26
Jason Day,11,-,21,16,MC,-,-,10^^,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,7900,70/1,Bet 365,Further details,18
Denny McCarthy,37,6,-,53,46,-,-,5^^,-,-,-,31,-,-,-,-,-,-,-,MC,MC,48,MC,6,7800,75/1,Bet 365,Further details,50
Rickie Fowler,34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33,-,-,-,-,-,10,21,MC,7800,66/1,Bet 365,Further details,54
Keith Mitchell,40,-,MC,9,39,-,-,12^^,-,-,-,MC,-,-,-,-,-,-,-,69,-,-,-,-,7800,90/1,Bet 365,Further details,22
Patrick Rodgers,-,3,27,16,10,-,-,-,-,-,-,-,-,-,-,-,56,-,-,-,-,64,MC,40,7700,80/1,Bet 365,Further details,MC
Davis Riley,52,-,21,27,46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,7700,80/1,Bet 365,Further details,65
Christiaan Bezuidenhout,65,-,-,5,-,3,-,26,-,-,-,MC,-,-,-,-,-,-,-,-,-,-,-,40,7700,80/1,Bet 365,Further details,11
Harris English,40,-,32,39,29,-,-,3^^,-,-,-,73,-,19,65,33,30,-,-,11,51,48,-,-,7600,90/1,Bet 365,Further details,MC
Joel Dahmen,-,-,3,9,5,-,-,-,-,-,-,-,-,-,-,-,-,-,MC,MC,-,-,MC,-,7600,70/1,Bet 365,Further details,NR
Thomas Detry,-,2,15,13,-,-,-,-,68,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7600,80/1,Bet 365,Further details,26
Emiliano Grillo,45,-,42,-,-,-,-,-,-,-,-,MC,-,-,-,-,-,-,MC,-,-,-,37,63,7600,100/1,Bet 365,Further details,MC
Chris Kirk,52,-,64,-,MC,-,-,-,-,-,-,3,-,42,MC,-,56,-,21,MC,MC,-,16,MC,7500,100/1,Bet 365,Further details,3
Brendon Todd,7,-,53,-,MC,-,-,-,-,-,-,20,-,26,-,6,MC,MC,-,-,-,37,-,MC,7500,125/1,Bet 365,Further details,MC
Juan Sebastian Munoz,40,-,56,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,MC,-,MC,-,-,MC,7500,110/1,Bet 365,Further details,41
Alex Smalley,52,11,-,4,5,-,-,-,-,-,-,MC,-,-,-,-,-,-,-,-,-,-,-,25,7500,90/1,Bet 365,Further details,22
William Gordon,-,35,3,43,15,-,-,-,-,-,-,27,-,-,-,-,-,-,-,-,-,-,64,-,7400,110/1,Bet 365,Further details,MC
Brendan Steele,18,-,-,WD,-,-,-,-,-,-,-,48,-,66,56,MC,2,34,6,20,57,43,21,MC,7400,125/1,Bet 365,Further details,32
Lee Hodges,7,-,38,MC,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,7400,140/1,Bet 365,Further details,MC
Dean Burmester,-,-,32,MC,54,-,5,7,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7400,125/1,Bet 365,Further details,54
David Lipsky,-,-,10,22,WD,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,14,7300,100/1,Bet 365,Further details,MC
Seonghyeon Kim,64,MC,MC,47,MC,-,-,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-,-,-,7300,150/1,Bet 365,Further details,MC
Stephan Jaeger,-,MC,-,9,46,-,-,-,-,-,-,27,-,-,-,-,-,-,-,MC,MC,-,-,-,7300,125/1,Bet 365,Further details,36
Aaron Rai,-,54,MC,7,MC,-,-,-,-,-,-,61,-,-,-,-,-,-,-,-,-,-,-,59,7300,150/1,Bet 365,Further details,MC
Taylor Moore,23,-,-,MC,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,67,7300,125/1,Bet 365,Further details,MC
Luke List,58,-,-,57,MC,-,-,-,-,-,11,-,-,-,65,-,-,6,41,MC,MC,MC,21,22,7200,125/1,Bet 365,Further details,MC
Benjamin Griffin,-,3,59,16,29,-,-,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-,-,-,7200,150/1,Bet 365,Further details,32
Martin Laird,-,-,15,22,-,-,-,-,-,-,-,-,-,14,47,25,15,49,9,MC,MC,MC,47,-,7200,150/1,Bet 365,Further details,62
Callum Tarren,-,MC,MC,26,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,MC,7200,200/1,Bet 365,Further details,MC
Jhonattan Vegas,-,-,-,-,-,-,-,-,-,-,-,-,-,MC,MC,84,MC,MC,34,11,69,55,-,MC,7200,200/1,Bet 365,Further details,MC
