Player,12,11,10,9,8,7,6,5,4,3,2,1,-,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023 DraftKings,2023 Odds,Bookmaker,New Account Offer,2023 Result
Nick Hardy,23,21,-,MC,-,-,-,-,-,-,41,-,-,-,-,-,-,-,-,-,MC,-,-,MC,7400,125/1,Bet 365,Further details,44
Trey Mullinax,-,-,4,WD,-,-,5^^,-,-,28,-,-,-,-,-,-,-,-,49,MC,25,78,-,MC,7400,225/1,Bet 365,Further details,31
William Gordon,35,3,43,15,-,-,-,-,-,-,27,MC,-,-,-,-,-,-,-,-,-,21,42,-,7400,110/1,Bet 365,Further details,MC
Benjamin Griffin,3,59,16,29,-,-,-,-,-,-,12,32,-,-,-,-,-,-,-,-,-,-,-,-,7300,110/1,Bet 365,Further details,31
Brendan Steele,-,-,WD,-,-,-,-,-,-,-,48,32,-,MC,27,28,45,49,20,29,MC,MC,-,-,7300,140/1,Bet 365,Further details,20
Beau Hossler,-,38,MC,21,-,-,-,-,-,-,-,50,-,-,-,-,-,-,49,35,57,9,MC,MC,7300,160/1,Bet 365,Further details,MC
Patrick Rodgers,3,27,16,10,-,-,-,-,-,-,-,MC,-,-,-,-,-,MC,4,MC,MC,9,MC,62,7300,90/1,Bet 365,Further details,MC
Emiliano Grillo,-,42,-,-,-,-,-,-,-,-,MC,MC,-,-,-,-,-,MC,33,12,52,MC,MC,MC,7300,140/1,Bet 365,Further details,44
Robby Shelton IV,23,MC,52,10,-,-,-,-,-,-,MC,6,-,-,-,-,-,-,-,-,-,36,16,-,7200,125/1,Bet 365,Further details,67
Garrick Higgo,29,MC,MC,MC,-,-,-,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,7200,225/1,Bet 365,Further details,53
Stephan Jaeger,MC,-,9,46,-,-,-,-,-,-,27,36,-,-,-,-,-,-,-,MC,66,-,-,MC,7200,125/1,Bet 365,Further details,53
An Byeong-Hun,17,MC,53,MC,-,-,-,-,-,-,12,41,-,-,-,-,-,-,49,-,-,68,75,-,7200,200/1,Bet 365,Further details,63
Adam Svensson,-,MC,39,1,-,-,-,-,-,37,41,-,-,-,-,-,-,-,-,-,35,-,-,79,7200,125/1,Bet 365,Further details,MC
Aaron Rai,54,MC,7,MC,-,-,-,-,-,-,61,MC,-,-,-,-,-,-,-,-,-,-,-,6,7200,160/1,Bet 365,Further details,52
Patton Kizzire,-,10,-,35,-,-,-,-,-,-,76,11,-,-,-,-,-,8,MC,-,-,MC,-,MC,7100,160/1,Bet 365,Further details,MC
Justin Suh,-,48,47,66,-,-,-,-,-,-,41,54,-,-,-,-,-,-,-,-,-,MC,37,-,7100,175/1,Bet 365,Further details,20
Martin Laird,-,15,22,-,-,-,-,-,-,-,-,62,-,-,60,37,7,8,74,MC,43,55,MC,46,7100,150/1,Bet 365,Further details,MC
Cameron Champ,-,MC,MC,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,MC,16,MC,46,7100,200/1,Bet 365,Further details,53
Matthew NeSmith,-,-,53,MC,-,-,-,-,-,-,-,MC,-,-,-,-,-,-,-,-,-,30,48,34,7100,125/1,Bet 365,Further details,MC
Benjamin Taylor,57,59,3,21,-,-,-,-,-,-,4,MC,-,-,-,-,-,-,-,-,-,55,MC,-,7100,175/1,Bet 365,Further details,MC
Seonghyeon Kim,MC,MC,47,MC,-,-,-,-,-,-,12,MC,-,-,-,-,-,-,-,-,-,-,-,-,7100,160/1,Bet 365,Further details,20
Matthias Schmid,61,MC,-,MC,-,4,-,-,-,-,MC,6,-,-,-,-,-,-,-,-,-,-,-,-,7000,200/1,Bet 365,Further details,MC
Aaron Baddeley,6,MC,-,39,-,-,-,-,-,-,7,50,-,27,6,74,MC,8,MC,MC,-,64,MC,-,7000,275/1,Bet 365,Further details,MC
Joseph Bramlett,MC,63,9,64,-,-,-,-,-,-,54,54,-,-,-,-,-,-,-,-,-,45,18,67,7000,225/1,Bet 365,Further details,13
Lanto Griffin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,MC,7,30,7000,175/1,Bet 365,Further details,37
