player_name,augusta_fit_score
Austin Smotherman,0.4371690528753557
Daniel Hillier,0.6043664060442206
Richard Bland,0.1493080296476208
S.H. Kim,-0.18345214624746528
Jason Kokrak,0.22062685709544128
Richard Mansell,0.5031306678906038
Sam Bairstow,0.17565359978919334
Andrea Pavan,-0.27928735396860616
Alexander Bjork,-0.2275769813408105
Zach Johnson,-0.13864532252043626
Kevin Na,-0.035369394954508526
Daniel Brown,0.3502773654371524
Rikuya Hoshino,-0.08703541779162478
Scott Vincent,0.04474365944522381
Nate Lashley,-0.11594310135543769
Ben Kohles,0.5581667405231434
Matthieu Pavon,0.22169690029750388
Adrien Dumont De Chassart,-0.1721282214681237
Connor Syme,0.24966420236427292
Phil Mickelson,0.02234775835464515
Jorge Campillo,-0.02427556246980766
Brice Garnett,0.10372021500554496
Andy Sullivan,0.0872217426206382
Todd Clements,0.0607166363102787
Kieran Vincent,0.45388676591445287
Adam Schenk,0.15738182238066306
Kris Ventura,0.26882877539559474
Alex Fitzpatrick,-0.11453973931718428
Webb Simpson,-0.16932321364004368
Justin Suh,-0.17414124739821535
Ben Silverman,-0.026916955299453288
Romain Langasque,-0.2655139269733917
John Catlin,0.5505183551577977
Guido Migliozzi,-0.08477963995677466
Davis Riley,-0.2780511174278495
Luke List,0.33972021989275447
Matteo Manassero,-0.7269210769563902
Brendan Steele,0.594027986449164
Alejandro Del Rey,-0.06364856376740624
Hennie Du Plessis,0.5158449007081457
Calum Hill,-0.029655730872379188
Charles Howell III,0.06077290091128929
Wesley Bryan,-0.378659151775978
Tyler Duncan,0.3325891435506445
Dylan Wu,-0.09224623111673116
Marco Penge,0.38508606824478064
Branden Grace,0.23516555129981445
Scott Stallings,-0.11378541395777382
Yubin Jang,0.5885829219633348
Robby Shelton,-0.49117172207403126
Neal Shipley,0.2959910519657094
Thriston Lawrence,0.006803670896797766
S.Y. Noh,-0.5106463467283949
Caleb Surratt,0.1048456326999703
K.H. Lee,0.030503754100433773
Nick Hardy,0.284412354595989
Richie Ramsay,-0.03281188019944414
Yuto Katsuragawa,0.06055246701097022
Nathan Kimsey,0.12911172276128502
Dylan Frittelli,-0.05417583019305011
Andrew Johnston,0.23526330242102855
Adrian Otaegui,0.23549160731003083
Ben Martin,0.05660051832162204
Patton Kizzire,-0.09121188364850535
Marcel Schneider,-0.08471404164650767
Vincent Norrman,0.5752325665136775
Ricardo Gouveia,0.05868812523163916
Bubba Watson,0.4417576903972585
Harry Higgs,0.10123650002452665
Marcus Armitage,-0.19838566191376383
Edoardo Molinari,-0.18629017513850324
Cameron Champ,0.641293280776857
Danny Willett,-0.47629936049287547
Zac Blair,-0.298798458060345
Jens Dantorp,-0.16261612119998317
Ivan Cantero Gutierrez,0.034887309993152704
Matt Jones,-0.37501411335191354
Angel Hidalgo,-0.001056716674608979
Sam Horsfield,-0.17696182039294883
Will Gordon,0.3260230191489526
Nick Dunlap,-0.9263060081777624
Matthew Wolff,0.3195168220032201
Russell Knox,-0.34151471990876425
Tom Vaillant,0.03509541223914715
Ben Campbell,-0.6680304884755459
Kevin Streelman,-0.08158685956164409
Joe Dean,0.12239388736283564
Sean Crocker,0.059319743574350686
Zecheng Dou,-0.18488723876286983
Fabrizio Zanotti,0.3591059124279689
Casey Jarvis,0.06626931191341741
Scott Jamieson,-0.18181972501616317
Brandt Snedeker,-0.5275041272592635
Jeong Weon Ko,-0.40112045766562926
Josh Teater,0.16115441817753084
Francesco Molinari,0.05789386909536909
Gavin Green,-0.2077374580803394
Kevin Dougherty,0.35818910739712284
Ryan Moore,0.02185919442264095
Ignacio Elvira Mijares,-0.5936126136602973
Matt NeSmith,-0.04503565708540999
Jason Scrivener,-0.45200350973288644
Tom Whitney,0.1474029786061138
Henrik Stenson,0.6174566249628082
Chieh-Po Lee,0.09562574288883391
Matthew Southgate,0.3242530930854959
David Ravetto,0.0511660186713538
Marcel Siem,-0.08937230336484725
Yannik Paul,-0.31043733705488746
Ben Taylor,-0.6590077271871995
Stewart Cink,-0.3698560013375469
Dan Bradbury,0.31438761459032366
Taylor Montgomery,-1.3278244098297756
Kevin Tway,-0.35281926597698166
Jeff Winther,-0.5883410444198351
Aaron Cockerill,-0.6813467033589935
Nicolai Von Dellingshausen,-0.26834794808015994
Lukas Nemecz,-0.09842928710655019
Shubhankar Sharma,-0.20005762362639376
Tapio Pulkkanen,-0.45656312154370526
Jinichiro Kozuma,-0.37214866838061966
Marcus Kinhult,-0.41689199657525344
Kevin Chappell,-0.2809395905008538
Max Rottluff,-0.2593368019166112
Trevor Cone,0.2365517035140515
Callum Shinkwin,0.009845386938401868
Filippo Celli,-0.08086614038813492
Pablo Larrazabal,-0.5820384149377884
Martin Laird,-0.5854968058279777
Maximilian Kieffer,0.11307889756290196
Hayden Buckley,0.3338610602548027
David Lipsky,-0.3616249369714404
David Micheluzzi,-0.6395603167554929
Trace Crowe,-0.4643341887994655
Brandon Wu,-0.8881286553948072
James Hahn,-0.2157510273919954
Padraig Harrington,-0.13924867026723453
Kiradech Aphibarnrat,-0.6584330262114102
Chez Reavie,-0.25241937700535205
Eddie Pepperell,-0.5297152456380564
Kelly Kraft,-0.4134662417472958
Luis Masaveu,-0.10644820508981923
Grant Forrest,-0.17295366944524168
Camilo Villegas,-0.804980432130561
Ian Poulter,-0.5114911303886324
Manuel Elvira,-0.10282073967618856
JC Ritchie,-0.16842850747044516
Deon Germishuys,-0.3425090032125987
Paul Waring,-0.07427920746709799
Tyson Alexander,-0.8631939598157071
Andrew Wilson,-0.19922261263955088
Jordan Gumberg,0.22905837418903877
Danny Lee,-0.5062991687574097
Austin Cook,-0.6650568735270781
Troy Merritt,-0.21335539570125872
David Skinns,-0.6647073097132399
Mikko Korhonen,-0.09137312012442067
Martin Kaymer,-0.6086318316730764
Callum Tarren,-0.36979821196959434
Darius Van Driel,-0.49756721704352547
Bernd Wiesberger,-0.5359210667612861
Robin Williams,-0.2963005300435664
Graeme McDowell,-0.4539417469631497
Thomas Aiken,-0.751483371218622
Clement Sordet,-0.3705621523537248
Marcus Helligkilde,-0.5182119540869105
James Nicholas,-0.4846420669717021
David Law,-0.42038673017546413
Harrison Endycott,-0.5459334708171496
Roger Sloan,-0.6544619363060035
Darren Fichardt,-0.35615624331021445
Chesson Hadley,-0.444512403822688
Rafael Campos,-0.6132631984423165
Sam Jones,-0.3812257795907234
Andy Ogletree,-0.5582971817388444
Matthis Besard,-0.45863981761406075
Richy Werenski,-0.6027658041246209
Michael Lorenzo-Vera,-0.5642661185949798
Peter Malnati,-1.165603053554745
Carl Yuan,-0.3569606990564135
Hurly Long,-0.7431888780127566
Freddy Schott,-0.2826280687560154
Alfredo Garcia-Heredia,-0.4842494801258982
Ashun Wu,-0.829620817077578
Scott Piercy,-0.3492914879538638
Jannik De Bruyn,-0.4887286786280465
MJ Daffue,-0.32944588190531465
Ryan McCormick,-0.6032152074801485
Adri Arnaus,-0.8533930845760384
Pat Perez,-0.9578913498236017
Dale Whitnell,-0.6763832179207263
Mito Pereira,-0.6535415099266946
Adam Long,-0.9268485661541324
Joel Girrbach,0.05815227775240778
Kristian K. Johannessen,-0.7859666496022139
Lee Westwood,-0.8196487218249396
Simon Forsstrom,-0.5127658052469295
Parker Coody,-0.575366164671774
Nick Watney,-0.8698404996701261
Masahiro Kawamura,-0.40119201077159883
Nicolas Colsaerts,-0.5034274449412245
Wilson Furr,-0.6817352517583253
Pedro Figueiredo,-1.2959247945637231
Jack Davidson,-0.7925347988861098
Ross Fisher,-0.20628816299988664
Justin Harding,-1.2775008409840818
Blaine Hale Jr,-0.6505305306369275
Zander Lombard,-0.7983223943406972
Sebastian Friedrichsen,-0.6956965986291885
Kevin Kisner,-1.0496755857095923
Frederik Kjettrup,-1.0381692145458707
Jonas Blixt,-0.9485901518459905
Santiago Tarrio,-0.8873527755400554
Daan Huizing,-1.0733004933481964
Soren Kjeldsen,-1.0520317328551927
Mikael Lindberg,-0.4242270497327107
Jason Dufner,-0.6650244429559036
Aaron Baddeley,-1.7435268837387305
Brendon Todd,-1.6484304699279475
John Axelsen,-0.7957033206939699
Renato Paratore,-1.2525749362684075
Rafa Cabrera Bello,-1.0073978667792305
Lauri Ruuska,-0.6308911921125555
Louis De Jager,-1.1520019073485692
Robert Streb,-0.984000065104418
Alexander Levy,-0.8632596389197824
Justin Walters,-0.6786144819344955
Tom Lewis,-0.5818767282167002
James Morrison,-1.0598955891767785
Luke Donald,-1.6707545114732965
Matthias Schwab,-1.3106299504761827
Jimmy Walker,-0.9478243615753945
Will Enefer,-0.6625469282760686
Gunner Wiebe,-1.0608416041218414
Kalle Samooja,-0.9694951637559783
Oliver Wilson,-1.4294128353358002
Ryan Brehm,-0.5525302095032105
Ryan Palmer,-0.7824396792402962
Sebastian Garcia Rodriguez,-1.0346768968020856
Alexander Knappe,-1.0544380335842032
Ockie Strydom,-0.8092179154249457
Paul Barjon,-0.43878418897216964
Chase Hanna,-1.2883670919133363
Lorenzo Scalise,-0.9757651672440688
Matthew Baldwin,-0.7053972748253982
Benjamin Rusch,-1.3690669359583876
Julien Brun,-1.7789548667450368
Nick Bachem,-1.175369407533289
Cody Gribble,-0.825499901576283
Garrick Porteous,-0.5984162319859554
Oliver Bekker,-0.7477459806954734
Anthony Kim,-1.655873480554008
Stephen Gallacher,-1.3926291720660715
Martin Trainer,-1.8471284788654052
Sung Kang,-1.607372246619636
Daniel Gavins,-2.3332579044790474
Marc Warren,-1.661492978849193
Hudson Swafford,-1.9670737794747102
Erik Barnes,-2.6832445498293156
