Player,RDs,SG-OTT,RK,SG-APP,RK,SG-T2G,RK,SG-BST,RK,SG-ATG,RK,SG-P,RK,SG-TOT,RK
Rory McIlroy,16,0.67,2,0.77,11,2.14,1,0.72,3,0.69,2,-0.17,51,2.49,1
Adam Scott,12,0.08,41,0.46,21,0.81,20,0.27,26,0.27,22,0.93,4,2.37,2
Russell Henley,4,- 0.32,65,1.61,1,1.63,3,0.65,5,0.34,15,0.65,8,2.27,3
Collin Morikawa,14,0.62,5,1.29,2,1.84,2,0.95,1,- 0.07,49,-0.01,42,2.14,4
Tony Finau,38,0.34,20,0.53,19,1.18,9,0.43,13,0.32,18,0.08,33,1.76,5
Sam Stevens,12,0.46,9,0.25,36,1.41,4,0.35,18,0.70,1,0.47,15,1.65,6
Justin Thomas,12,- 0.21,60,0.43,22,0.60,29,0.11,41,0.37,11,0.62,10,1.59,7
Jake Knapp,8,0.25,29,0.64,14,1.23,8,0.44,12,0.35,13,0.90,5,1.57,8
Matthieu Pavon,6,0.22,31,0.87,8,0.94,16,0.55,8,- 0.16,57,1.90,1,1.56,9
Will Zalatoris,18,0.40,13,0.79,9,1.35,5,0.60,6,0.16,32,0.05,35,1.52,10
Sungjae Im,30,0.27,25,0.33,26,0.95,14,0.30,22,0.35,12,0.31,23,1.47,11
Hideki Matsuyama,42,0.01,47,0.58,16,1.00,13,0.30,23,0.41,8,0.14,29,1.46,12
Jason Day,32,0.51,7,- 0.05,52,0.71,22,0.23,32,0.25,23,0.25,26,1.44,13
Keegan Bradley,34,0.35,18,0.72,13,1.13,10,0.53,9,0.07,38,-0.04,46,1.43,14
Justin Rose,32,0.08,42,0.27,33,0.56,30,0.17,36,0.22,25,0.12,30,1.34,15
Max Homa,24,0.24,30,0.50,20,1.12,11,0.37,17,0.38,10,0.02,38,1.24,16
Viktor Hovland,6,0.41,12,1.26,3,1.30,7,0.84,2,- 0.37,64,0.63,9,1.24,17
